EllipseID,X,Y,Length,StrokeScale,Angle,color
16491,513,285,2,1,77.63374235736592,#0F0711
16492,597,464,2,1,83.57388542606935,#B19A88
16493,729,299,2,1,-13.232516761032173,#DFD088
16494,95,245,1,1,-39.60478634600423,#BB5C92
16495,474,22,1,1,254.89282061889864,#D1C5A5
16496,317,413,3,1,111.76153637570339,#DD768E
16497,354,323,4,1,-13.818514741228995,#A6939F
16498,84,378,2,1,-86.20684060554584,#B19A88
16499,715,436,1,1,138.0417581268083,#B290B7
16500,732,500,1,1,-22.686804707624134,#C2B09A
16501,253,456,2,1,158.9179772957413,#D1C5A5
16502,276,152,2,1,9.268548531734908,#D1D3ED
16503,544,622,2,1,202.96262953056691,#432F75
16504,369,319,4,1,-52.99633161214024,#0A0611
16505,124,356,1,1,-36.903415098766416,#D1BA7C
16506,237,126,2,1,31.81595413741458,#D1D3ED
16507,586,355,3,1,97.22739755539963,#BB5C92
16508,504,154,4,1,235.57105381113212,#7C4B3A
16509,402,303,3,1,43.192187458090224,#4E3442
16510,237,270,4,1,117.05271141402386,#BB6A7B
16511,701,376,2,1,-40.01841696510968,#9B7D83
16512,409,34,1,1,243.75394114314975,#DFD088
16513,388,108,3,1,-0.19380531019889702,#C28D83
16514,11,482,2,1,-14.599320373389048,#C29E74
16515,350,622,2,1,-12.823748693676919,#8C424D
16516,648,428,2,1,-22.540748341794384,#B17873
16517,683,247,2,1,-3.736641315045432,#C28D83
16518,617,551,2,1,-61.60159679896847,#B19A88
16519,128,256,1,1,-38.40929878904328,#C2B09A
16520,52,465,2,1,-44.023086729586225,#CBD18C
16521,437,665,4,1,254.47781585927086,#8C594D
16522,740,226,2,1,-69.5494405241273,#D1A48C
16523,128,362,2,1,-5.990432343054451,#D1A48C
16524,381,337,1,1,238.51753116680024,#0A0611
16525,284,667,4,1,86.15890899001968,#B1A573
16526,104,118,2,1,-4.078945408870339,#DFD7B3
16527,395,523,3,1,51.65640128934285,#7C3A58
16528,461,459,1,1,159.85389402000914,#0C0911
16529,571,332,3,1,171.16756240710825,#9B6B86
16530,324,598,3,1,224.60980076193493,#A680A6
16531,650,287,2,1,50.05751435317215,#B782AA
16532,394,578,2,1,-10.758332776104893,#7C494E
16533,530,93,1,1,-19.880092489358375,#DFD7B3
16534,607,10,1,1,-81.24543958710015,#CBD18C
16535,218,395,5,1,180.25980051550525,#7C4B3A
16536,273,651,2,1,163.01899141635587,#8C594D
16537,303,202,6,1,85.13862237180572,#432F75
16538,180,288,2,1,-6.998705923937507,#DFD7B3
16539,305,144,2,1,-25.22841100521289,#C6B5ED
16540,338,300,5,1,35.77578904899056,#9B7D83
16541,93,688,2,1,6.372880293542067,#B782AA
16542,731,465,1,1,243.9861208824714,#C2B09A
16543,177,213,2,1,-80.76927219412374,#A680A6
16544,566,381,4,1,66.16033306767672,#9B5F6A
16545,698,220,2,1,-53.02737169271319,#C2B09A
16546,684,33,2,1,-77.29990576312147,#DFD7B3
16547,564,203,4,1,-1.211122199555092,#C2BB83
16548,572,443,5,1,91.34292492365911,#30172C
16549,184,697,3,1,7.229232575092524,#A6939F
16550,573,33,1,1,-52.93655838321888,#C2B09A
16551,155,526,2,1,235.31644639659706,#8C4D6E
16552,729,237,1,1,-81.53453665109026,#D1C5A5
16553,676,133,1,1,-57.36629113633634,#D1C5A5
16554,698,526,2,1,34.26295210739092,#B19A88
16555,116,161,2,1,6.72413585122348,#D1BA7C
16556,137,417,1,1,23.263154841006937,#CBD18C
16557,27,379,1,1,22.582324717123782,#DFB899
16558,496,7,1,1,261.61455524886435,#DFD7B3
16559,276,319,4,1,-59.15267444231782,#9B7D83
16560,165,417,2,1,-28.408451614004264,#B19A88
16561,384,256,3,1,120.53809143217404,#9B726B
16562,166,186,3,1,-46.144313893198756,#C0B7D4
16563,359,219,2,1,-29.755366351533098,#BB80A2
16564,28,476,2,1,-32.752289888916124,#B7A6B3
16565,108,435,2,1,-42.37799439556861,#B7A6B3
16566,222,348,2,1,95.27586123425883,#281153
16567,104,357,2,1,269.44538304908644,#9B7D83
16568,636,30,1,1,265.6117306723967,#D3DF99
16569,164,270,1,1,39.46114068615955,#B7A6B3
16570,527,105,1,1,-7.1695010035676034,#DFD7B3
16571,503,185,4,1,77.00107997302875,#0C0911
16572,184,202,4,1,110.36615847239942,#C39ED4
16573,514,427,1,1,162.79963330572997,#0A0611
16574,712,8,1,1,-50.57651218679888,#CBD18C
16575,213,593,3,1,192.21853179413694,#A67392
16576,652,452,1,1,-27.519950484715594,#BB80A2
16577,353,24,1,1,-88.307155875185,#B5CDED
16578,9,30,2,1,75.75192794123717,#D1C5A5
16579,221,472,4,1,17.590998557712666,#A3A6ED
16580,50,95,1,1,68.17047030291913,#B7A6B3
16581,24,19,2,1,91.24017399593016,#DFD088
16582,567,563,3,1,257.5908239285908,#4E2B4A
16583,442,433,4,1,-78.90249786767981,#0F0711
16584,697,456,1,1,31.182755867583168,#C28D83
16585,487,296,3,1,-70.83593723959382,#0A0611
16586,179,155,4,1,30.694339685045136,#C0B7D4
16587,121,36,1,1,94.69759013363128,#DFD088
16588,462,527,1,1,266.0224613987971,#1B1C53
16589,554,46,1,1,-60.795022129328316,#9EA1D4
16590,318,19,1,1,-81.46709058337225,#9EA1D4
16591,730,258,2,1,-60.55441273703872,#D1C5A5
16592,40,243,2,1,-47.680996757677434,#C2B09A
16593,493,19,1,1,261.69141108961196,#DFB899
16594,270,81,2,1,167.63495317136267,#D1D3ED
16595,28,223,2,1,-15.337235838837785,#D1C5A5
16596,509,644,3,1,77.1452972015385,#B17873
16597,594,326,3,1,65.01087107611608,#9B5F6A
16598,57,31,1,1,90.47569783749935,#D3DF99
16599,110,91,1,1,59.939693091337645,#DFD7B3
16600,715,112,2,1,242.11333201604225,#D3DF99
16601,309,281,6,1,-46.977494852568526,#A3A6ED
16602,245,595,3,1,223.31471431539072,#8C4D6E
16603,545,519,2,1,77.65442945526651,#061535
16604,82,273,2,1,-60.51520528759767,#A3A6ED
16605,285,505,3,1,198.63773130692925,#B782AA
16606,610,262,3,1,72.99863634204182,#BB6A7B
16607,226,583,3,1,197.20278398319738,#BB6A7B
16608,643,284,2,1,42.42867231204852,#B1A573
16609,415,395,5,1,-76.1717254073551,#4E2B31
16610,245,662,3,1,217.09798879526392,#9B5F6A
16611,571,616,3,1,264.9704581936004,#281153
16612,386,675,2,1,155.1829477851333,#7C494E
16613,643,204,2,1,55.01676322837215,#C0B7D4
16614,142,669,1,1,154.40828652064684,#A680A6
16615,451,559,3,1,176.9309876491455,#281153
16616,617,399,2,1,-37.355510387764625,#C29E74
16617,138,443,1,1,-59.55572749874719,#A6939F
16618,550,536,2,1,124.13449260382527,#0D0C35
16619,457,704,3,1,-78.54076009378275,#301420
16620,611,122,1,1,-50.77304657444685,#D1C5A5
16621,67,24,1,1,69.94905332394643,#D1C5A5
16622,579,315,5,1,83.62325678249611,#0C0911
16623,194,354,2,1,234.1652420918853,#061535
16624,671,523,2,1,49.35717347266463,#A6808A
16625,302,474,3,1,83.84009954500462,#30172C
16626,1,534,2,1,84.44158416957704,#B290B7
16627,700,532,2,1,32.35221061710718,#A6808A
16628,473,81,4,1,11.199407336442533,#D3DF99
16629,325,84,3,1,263.34404019976745,#B7A6B3
16630,41,261,2,1,-39.096401600031584,#C2B09A
16631,215,180,6,1,-72.76094651168864,#B290B7
16632,590,292,4,1,90.7554669414792,#9B5F6A
16633,175,0,1,1,73.69315491589182,#D1A48C
16634,730,438,1,1,165.48889531657017,#BB80A2
16635,572,477,2,1,138.3381447852105,#432F75
16636,112,555,1,1,-18.299069438884274,#BB6AB6
16637,379,321,2,1,-53.52851324484175,#0F0711
16638,467,230,2,1,176.12813416151465,#DFB899
16639,657,245,2,1,43.40602326603958,#B290B7
16640,479,675,2,1,-71.6217939048075,#061535
16641,114,637,1,1,-12.156431689124346,#B19A88
16642,215,192,6,1,257.4615994246992,#D1D3ED
16643,292,417,4,1,165.34369330911423,#7C494E
16644,685,421,1,1,-73.47638132656209,#B19A88
16645,500,78,1,1,-36.9901107928266,#B290B7
16646,600,372,2,1,71.41711088252954,#C2BB83
16647,678,433,1,1,-16.45154979370679,#C28D83
16648,347,596,2,1,137.70895584843535,#9B5F6A
16649,630,198,2,1,45.42291895652319,#C39ED4
16650,115,201,1,1,-19.927737715983355,#CBD18C
16651,222,374,2,1,-80.96118240205524,#190635
16652,488,574,3,1,97.21639677696785,#040235
16653,389,682,2,1,142.88438877222586,#8C594D
16654,687,345,2,1,-2.067282821690455,#CBD18C
16655,526,239,4,1,106.45031493285774,#B5CDED
16656,385,58,3,1,19.72666188571739,#B7A6B3
16657,277,151,2,1,4.827140272881024,#B5CDED
16658,742,511,1,1,234.80813082807853,#9B726B
16659,187,262,2,1,257.90038221693237,#DFB899
16660,274,685,2,1,176.23841045993402,#9B5F6A
16661,329,559,3,1,134.85860545725706,#A6808A
16662,79,623,2,1,-24.76815397865147,#A680A6
16663,293,400,3,1,-5.335490750959366,#A6808A
16664,257,158,2,1,62.36561733653482,#D1D3ED
16665,700,474,1,1,83.24080675902388,#B19A88
16666,95,405,2,1,-62.20344519892845,#DFD088
16667,193,74,2,1,100.3157752087672,#D1D3ED
16668,199,452,4,1,102.26106865976489,#C39ED4
16669,687,603,2,1,22.740508966873662,#A6808A
16670,429,599,4,1,251.18635851138652,#8C5E66
16671,196,42,1,1,95.86522536943103,#C2B09A
16672,716,349,2,1,24.227160901789844,#C2B09A
16673,248,201,2,1,23.081161407554887,#C0B7D4
16674,543,546,3,1,157.8242841161633,#040235
16675,185,60,2,1,-16.61854352487316,#B290B7
16676,276,574,4,1,18.38093029195045,#B18765
16677,471,265,5,1,-54.925615166638494,#040235
16678,217,374,2,1,-67.61677568123861,#0A0611
16679,182,187,4,1,39.941915922492726,#D1D3ED
16680,558,294,3,1,257.96829515705866,#070711
16681,719,63,1,1,-56.71932679298894,#D1C5A5
16682,185,168,4,1,95.77524694951657,#B290B7
16683,30,313,2,1,264.99737276375225,#DFB899
16684,488,63,1,1,-48.99748612566046,#DFD7B3
16685,613,102,1,1,-88.94873273475517,#B790A0
16686,496,188,4,1,-89.32227511635082,#0A0611
16687,250,442,3,1,128.75627673081456,#C39ED4
16688,55,299,2,1,-69.21508866454764,#D1C5A5
16689,401,298,3,1,45.381087310500725,#3D4275
16690,686,599,2,1,15.817139094942561,#B1A573
16691,650,428,2,1,-18.1453553065257,#A67392
16692,109,650,1,1,-12.435206846869647,#D1A48C
16693,112,632,2,1,-15.764916334869852,#B790A0
16694,574,233,5,1,71.44348007718571,#8C594D
16695,580,329,4,1,111.02490994737727,#0F0711
16696,390,4,1,1,-66.86246622270602,#A58DD4
16697,103,702,2,1,-14.289839383081102,#A6808A
16698,352,428,3,1,15.293907887136882,#7C4B3A
16699,81,636,1,1,-15.409485113953181,#B790A0
16700,609,525,2,1,-11.183642876180755,#B19A88
16701,423,251,6,1,-70.76121298366178,#061535
16702,233,534,2,1,123.70052004341025,#C39ED4
16703,80,395,2,1,269.6816597312062,#B790A0
16704,366,517,3,1,-30.6745609901691,#BB80A2
16705,584,470,5,1,84.33650828994195,#A6939F
16706,126,477,2,1,-1.8268733737178167,#B1A573
16707,554,311,4,1,239.8334176764886,#061535
16708,250,14,1,1,152.70369810256918,#D1BA7C
16709,107,380,2,1,-88.50215449024637,#D1BA7C
16710,499,32,1,1,-63.6704139755895,#C2B09A
16711,608,594,2,1,-15.305831239687762,#BB80A2
16712,125,231,1,1,-24.607037325070607,#DFB899
16713,713,122,2,1,-75.84175541732378,#DFD7B3
16714,148,672,2,1,120.99383834126317,#A6939F
16715,582,337,4,1,149.12649222138012,#7C3136
16716,331,280,5,1,134.29660753442823,#9B726B
16717,246,444,4,1,110.05055474268117,#B782AA
16718,150,195,1,1,268.96109596230224,#D3DF99
16719,380,153,3,1,-76.01829009956637,#A58DD4
16720,16,473,2,1,-26.458073443778446,#C2B09A
16721,291,676,4,1,55.045438281024325,#B290B7
16722,29,123,2,1,62.55329172336833,#CBD18C
16723,608,157,2,1,17.450331826417482,#DFD7B3
16724,638,397,2,1,-35.489512916223816,#B19A88
16725,422,386,4,1,-87.41185082368406,#0F0711
16726,708,467,1,1,101.77897890450204,#BB5C92
16727,385,42,2,1,-2.153064913025318,#B19A88
16728,199,575,3,1,-30.232265061350404,#BB6A7B
16729,601,648,5,1,72.30720506301849,#281153
16730,23,671,2,1,-51.672229007842674,#A6939F
16731,497,284,2,1,-42.58765251709758,#0C0911
16732,193,685,1,1,266.36566888846596,#A6939F
16733,611,178,2,1,69.46658489404261,#B19A88
16734,618,307,4,1,81.99283414619954,#D3DF99
16735,630,142,1,1,-21.476570229210836,#D1C5A5
16736,115,126,2,1,4.598012194379635,#DFD7B3
16737,573,154,2,1,5.480750771578769,#C2BB83
16738,581,96,1,1,-66.17462389862291,#C28D83
16739,386,20,1,1,231.50300314037085,#DFD088
16740,120,590,1,1,72.73600816608318,#9EA1D4
16741,145,616,1,1,42.60612305193229,#B17873
16742,240,22,1,1,101.59112197795247,#D1A48C
16743,216,663,3,1,-81.98258425620588,#B790A0
16744,68,26,1,1,78.0633738017151,#C0B7D4
16745,35,11,2,1,115.18777895235193,#D1C5A5
16746,683,440,1,1,-45.48735937048241,#B1A573
16747,652,124,2,1,-27.586309801597892,#CBD18C
16748,727,631,2,1,63.159291739906294,#B1A573
16749,242,126,2,1,27.06869453926531,#D1D3ED
16750,697,274,2,1,-32.91055996539207,#B7A6B3
16751,23,140,2,1,60.4590128612526,#B19A88
16752,388,124,2,1,215.3205756292432,#DD76D9
16753,292,431,4,1,253.30106664225877,#B782AA
16754,327,295,4,1,4.852060950281498,#040235
16755,721,50,1,1,-42.6173190304541,#D1C5A5
16756,490,694,3,1,88.29183180560099,#190635
16757,364,387,3,1,135.3353302023882,#C0B7D4
16758,410,235,5,1,128.01710096358778,#C28D83
16759,691,442,1,1,172.93586241196186,#C29E74
16760,448,30,1,1,-37.34257926773155,#CBD18C
16761,537,540,2,1,174.5339990064454,#0B0B53
16762,736,582,2,1,-18.395122295588536,#B17873
16763,403,680,2,1,158.08949641534738,#8C5E66
16764,544,611,3,1,75.66867817371372,#190635
16765,144,578,2,1,-1.538347860298444,#B19A88
16766,154,626,2,1,-38.482234248152764,#C2B09A
16767,10,186,2,1,93.41414247737485,#C2B09A
16768,679,387,2,1,-29.508377695748266,#C28D83
16769,279,120,1,1,78.95305059043856,#D1D3ED
16770,110,371,2,1,-55.98694021331539,#D1C5A5
16771,538,469,2,1,217.174671945504,#3D4275
16772,588,466,4,1,94.84822473279183,#D3DF99
16773,605,3,1,1,-53.79455749710493,#CBD18C
16774,692,99,2,1,267.94421854203347,#DFD7B3
16775,414,591,1,1,121.44187608030262,#8C594D
16776,150,276,1,1,-3.8054357112772124,#B5CDED
16777,379,277,3,1,253.18071112975764,#DF2F7E
16778,460,167,2,1,50.70893457171641,#7C3136
16779,455,64,1,1,-27.219909532250185,#C0B7D4
16780,370,137,2,1,-74.40882957613283,#D1D3ED
16781,532,502,2,1,236.3044592744179,#2F4E75
16782,85,17,1,1,103.91990706308768,#DFD7B3
16783,261,138,2,1,44.54963685090641,#D1D3ED
16784,307,289,5,1,-14.236233481453112,#1B1C53
16785,695,319,2,1,1.7504623846254788,#BB80A2
16786,430,137,3,1,258.81533644026456,#301420
16787,453,146,4,1,134.46991436996026,#C28D83
16788,567,508,5,1,-31.924785606389833,#A67392
16789,440,478,4,1,-89.7108235043502,#070711
16790,303,250,3,1,-74.63083855755926,#B5CDED
16791,522,434,1,1,14.758172622482903,#0A0611
16792,208,693,3,1,-57.58166364640698,#8C424D
16793,700,281,2,1,-27.751016969479252,#C29E74
16794,602,253,4,1,91.87253636628238,#A680A6
16795,272,525,4,1,18.685609070917025,#8C4D6E
16796,143,372,1,1,44.288545432184456,#B18765
16797,155,74,1,1,98.11630537615473,#DFD7B3
16798,105,66,1,1,33.959328087133066,#DFD7B3
16799,540,563,3,1,108.95199703849485,#262C75
16800,367,486,4,1,249.66613302751216,#BB80A2
16801,738,644,1,1,210.0783879809214,#B19A88
16802,415,536,2,1,150.7351919070937,#4E253A
16803,518,180,4,1,96.47039965431469,#C2BB83
16804,146,180,2,1,-14.289577267399267,#DFD7B3
16805,674,523,2,1,40.3374435288477,#B790A0
16806,11,491,1,1,-32.52515814879834,#C2B09A
16807,254,321,3,1,-11.375075021135117,#DD76D9
16808,450,324,3,1,76.59579399218104,#0C0911
16809,238,489,4,1,109.15619157372929,#B790A0
16810,318,650,2,1,204.59013722277876,#BB80A2
16811,201,591,4,1,187.6214799575354,#B7A6B3
16812,657,667,2,1,252.20372076413943,#9B7D83
16813,732,35,1,1,-69.96069755353645,#C2BB83
16814,665,301,2,1,31.178659837581336,#C28D83
16815,566,251,3,1,69.52347004662704,#0A0611
16816,550,550,4,1,150.10997757802878,#112A53
16817,382,391,2,1,238.4126894384638,#D1D3ED
16818,611,232,2,1,84.46211240572946,#B18765
16819,312,322,2,1,83.9375061164632,#9EA1D4
16820,416,432,4,1,-88.9664137711761,#0C0911
16821,301,532,2,1,214.2599193434696,#30171A
16822,323,40,1,1,14.190282269026312,#D1A48C
16823,283,565,3,1,-35.165609267146124,#B5CDED
16824,25,590,2,1,-46.12028771913248,#D1BA7C
16825,313,183,2,1,18.820804487245397,#D1D3ED
16826,269,300,4,1,-32.10784741065167,#DF5B9A
16827,128,489,1,1,-16.164774944902646,#B7A6B3
16828,76,106,1,1,37.760533607625995,#DFD7B3
16829,205,227,3,1,43.41682990884865,#C39ED4
16830,330,283,4,1,132.3485220091012,#DF5B9A
16831,423,469,2,1,95.4783439137147,#281153
16832,447,562,3,1,159.32500482044918,#112A53
16833,120,509,2,1,1.869594156285828,#C29E74
16834,304,7,1,1,0.5219988812959855,#D3DF99
16835,582,200,3,1,-13.846684731822606,#DD768E
16836,293,19,1,1,192.628913742402,#D1D3ED
16837,385,471,3,1,237.67034750142176,#0D0C35
16838,138,612,1,1,28.171355753744876,#A58DD4
16839,213,558,3,1,175.36360775921526,#9B6B86
16840,551,530,2,1,47.709618146992234,#30171A
16841,650,278,2,1,42.20386325834627,#C0B7D4
16842,199,585,4,1,188.93655021848204,#9B5F6A
16843,648,258,2,1,52.35663917731514,#DFB899
16844,631,4,1,1,-13.238234108272806,#B290B7
16845,654,260,2,1,52.74833056315703,#C2B09A
16846,466,389,2,1,-79.17227848864093,#0A0611
16847,76,400,2,1,-72.47914030883175,#C0B7D4
16848,214,181,6,1,-75.92696770393675,#D1D3ED
16849,173,535,3,1,247.60725122227268,#B782AA
16850,527,293,4,1,48.400835755604696,#301D26
16851,605,444,1,1,184.2902098760578,#C2B09A
16852,427,54,1,1,-73.04661978527142,#D1BA7C
16853,184,385,4,1,227.31340256656938,#B7A6B3
16854,382,596,1,1,12.113648226056185,#9B6B86
16855,582,407,3,1,85.90721265992025,#B782AA
16856,431,84,2,1,-15.951282193743737,#DFD7B3
16857,275,642,2,1,128.99761794429577,#7C4B3A
16858,261,58,2,1,-2.0408404744077586,#DFD7B3
16859,491,144,5,1,242.40299466953948,#C29E74
16860,544,112,1,1,-39.04042767182273,#DFD088
16861,287,77,2,1,160.13913522824896,#D1D3ED
16862,467,151,4,1,203.93650461335815,#BB6A7B
16863,329,560,3,1,142.53001178056263,#C39ED4
16864,708,299,2,1,-14.26223360704006,#C2B09A
16865,672,531,2,1,41.97653373779946,#B19A88
16866,340,302,5,1,38.99706579328301,#281153
16867,12,401,1,1,63.85031673965799,#B782AA
16868,629,221,2,1,43.1829346242134,#D1C5A5
16869,686,466,2,1,10.998046975191869,#B19A88
16870,206,36,1,1,70.8561682059549,#C0B7D4
16871,188,442,4,1,-59.10654176294264,#B790A0
16872,529,649,2,1,145.8846569278031,#A6808A
16873,189,561,2,1,118.08396896216712,#CBD18C
16874,323,32,1,1,37.23242120194458,#DFD7B3
16875,54,601,2,1,-40.52297052440528,#A6939F
16876,208,401,2,1,-74.51664112804255,#4E2B31
16877,119,245,1,1,-32.44424929011785,#D1C5A5
16878,452,367,4,1,103.19135412210699,#0F0711
16879,307,490,5,1,100.4561187416738,#BB6A7B
16880,263,224,2,1,9.27561115508503,#D1D3ED
16881,315,577,3,1,27.11660993779963,#8C4D6E
16882,143,10,1,1,228.36289280102187,#D1C5A5
16883,740,565,2,1,-26.216200772617526,#A67392
16884,228,84,2,1,9.722535987957158,#C6B5ED
16885,27,261,2,1,-40.37987366843629,#DFD7B3
16886,115,228,1,1,22.521866832956363,#D1C5A5
16887,735,472,1,1,-89.52958471420385,#C2BB83
16888,134,634,2,1,7.70187326728346,#A680A6
16889,201,120,2,1,99.33938577311712,#B5CDED
16890,247,187,2,1,75.78071758823249,#B5CDED
16891,94,53,1,1,66.2350157689692,#D1C5A5
16892,565,345,3,1,97.25310786684587,#190635
16893,631,463,2,1,-55.876891764483815,#B19A88
16894,504,354,1,1,-31.09880629450896,#0C0911
16895,55,584,2,1,-55.49624992499295,#A6939F
16896,0,683,2,1,2.3867712629940314,#B19A88
16897,585,44,2,1,-8.069124241801944,#C0B7D4
16898,626,346,2,1,82.24743982214618,#C2B09A
16899,519,463,2,1,49.050216929338845,#061535
16900,275,314,4,1,-82.69860824169541,#0A0611
16901,653,25,2,1,264.86725568683346,#DFB899
16902,692,509,2,1,62.77773275815316,#A6939F
16903,614,370,2,1,-27.894477035626224,#C2BB83
16904,143,583,2,1,1.6091806829694804,#C2B09A
16905,627,533,2,1,-51.3475769919545,#B1A573
16906,528,386,1,1,147.81161187879667,#0F0711
16907,342,285,2,1,176.03492741319923,#BB6A7B
16908,525,74,1,1,-34.39839240254909,#DFD7B3
16909,675,61,1,1,252.51290663231137,#C0B7D4
16910,504,111,6,1,59.88028256776937,#0A0611
16911,707,679,2,1,77.97093458693357,#9B6B86
16912,343,226,2,1,-18.277642452916638,#A3A6ED
16913,573,168,3,1,40.67295641799588,#C2BB83
16914,157,638,2,1,-22.662474891899905,#B290B7
16915,633,112,1,1,228.7544500379271,#DFB899
16916,127,474,2,1,-6.217447345834955,#B790A0
16917,585,247,4,1,53.2975460750289,#B17873
16918,386,178,4,1,-81.14885048423233,#B782AA
16919,513,252,5,1,78.920312531571,#0F0711
16920,647,253,2,1,49.86616298871935,#DFD7B3
16921,702,627,2,1,36.27914321410836,#C28D83
16922,166,477,3,1,13.615750969487237,#A680A6
16923,302,494,4,1,104.25958778514193,#301D26
16924,230,213,2,1,149.43217212030567,#C6B5ED
16925,679,512,1,1,76.3397548721592,#B19A88
16926,478,488,2,1,83.44910686167586,#1B1C53
16927,459,577,3,1,268.1838017975854,#0B0B53
16928,683,632,2,1,36.95480009957217,#9B7D83
16929,104,372,2,1,-56.6919512658298,#D1C5A5
16930,707,346,2,1,17.483367696127786,#C39ED4
16931,59,150,1,1,-26.06210424181961,#C2BB83
16932,53,421,2,1,-54.62982092360298,#D1C5A5
16933,483,172,2,1,42.24152288220965,#9B7D83
16934,490,652,4,1,98.36028055220584,#061535
16935,270,154,2,1,44.15419596343272,#A3A6ED
16936,641,558,2,1,-55.15806374469028,#B790A0
16937,706,369,2,1,30.53694126287045,#C2BB83
16938,435,171,4,1,72.60595233370385,#9B6B86
16939,323,371,4,1,259.72820638527344,#1B1C53
16940,651,518,1,1,-11.47904388361188,#C28D83
16941,614,659,4,1,71.82922245818146,#C28D83
16942,510,704,3,1,57.2908352455045,#A6939F
16943,464,321,3,1,50.290938809585455,#4E253A
16944,702,220,2,1,-61.34705288957599,#BB6AB6
16945,215,515,3,1,267.5495778803228,#B782AA
16946,635,222,2,1,44.85076264061328,#D1A48C
16947,258,565,3,1,7.705134666167325,#9EA1D4
16948,114,331,1,1,247.81407900114968,#A6939F
16949,385,132,3,1,252.34024738310356,#B790A0
16950,550,293,5,1,258.90339583335106,#061535
16951,432,346,2,1,269.71565882266555,#040235
16952,250,152,2,1,37.08431138285516,#DFD7B3
16953,711,173,2,1,-74.05570571547585,#D1C5A5
16954,46,189,1,1,-13.282971558707445,#B5CDED
16955,234,637,4,1,-61.79927570620296,#A67392
16956,734,44,1,1,-43.68023358748269,#B782AA
16957,392,233,4,1,-64.64817014499741,#9B7D83
16958,458,207,3,1,229.21582299113987,#8C594D
16959,662,266,2,1,45.84313863022277,#DFB899
16960,715,267,2,1,-32.21152713158851,#D1A48C
16961,394,341,2,1,187.51914234700956,#070711
16962,295,377,4,1,256.5605516484809,#262C75
16963,193,242,3,1,180.86209125211667,#8C424D
16964,621,308,3,1,81.77845315801667,#D1BA7C
16965,556,487,3,1,119.17758606433702,#1B1C53
16966,285,686,3,1,172.64461548525287,#DF4150
16967,580,160,2,1,-3.600135269513075,#D3DF99
16968,524,564,2,1,128.58204267143358,#0B0B53
16969,285,696,4,1,200.30893479703056,#CBD18C
16970,290,291,6,1,-20.024169808799982,#D1A48C
16971,281,381,3,1,132.58575844246522,#262C75
16972,266,333,5,1,-6.27708783217696,#301D26
16973,629,683,2,1,78.35856933610079,#B19A88
16974,312,171,2,1,8.29186949014317,#C6B5ED
16975,664,563,2,1,46.85443225946718,#A6939F
16976,422,475,2,1,92.56865389946984,#0A0611
16977,23,198,1,1,51.40221620689602,#DFD7B3
16978,689,411,1,1,269.0110561375116,#A6939F
16979,700,386,1,1,-75.63481489198128,#B19A88
16980,654,195,2,1,37.60452485915646,#DFD088
16981,151,695,3,1,33.52189352179532,#B17873
16982,250,182,2,1,56.25048129468245,#B5CDED
16983,541,192,3,1,0.5584552368805902,#C2B09A
16984,419,200,4,1,134.50806318835987,#8C594D
16985,158,262,1,1,50.036516162990644,#C2B09A
16986,110,408,2,1,-82.20230268410975,#A680A6
16987,71,626,2,1,-37.07110246554211,#BB80A2
16988,52,188,2,1,-46.55282437742429,#DFD7B3
16989,5,402,1,1,1.864427840151066,#C2B09A
16990,235,553,3,1,179.72733761710245,#9B6B86
16991,479,645,2,1,178.1849192065415,#040235
16992,637,523,2,1,-53.3207054799139,#9B726B
16993,217,614,2,1,220.2186446579455,#BB6AB6
16994,658,287,2,1,51.87290127619561,#CBD18C
16995,674,593,2,1,30.156380998641033,#A680A6
16996,12,195,2,1,80.52903833617961,#DFB899
16997,232,132,2,1,25.42206754684176,#C6B5ED
16998,50,6,2,1,102.3006148879437,#C2B09A
16999,227,72,2,1,54.35000726779965,#C39ED4
17000,445,330,2,1,79.61949001222905,#30172C
17001,467,42,1,1,-28.469901270085586,#9B5F6A
17002,512,221,4,1,61.35941617867121,#0C0911
17003,515,387,1,1,208.65148553045475,#0D0C35
17004,239,135,2,1,25.24558839416565,#D1D3ED
17005,740,523,2,1,-15.28014493840999,#BB80A2
17006,188,668,2,1,-56.09060124253068,#9EA1D4
17007,417,677,3,1,151.93893510425875,#8C424D
17008,315,583,3,1,160.18778564284872,#9B6B86
17009,581,630,3,1,263.47718845634427,#30172C
17010,339,586,2,1,201.29103064129623,#8C4D6E
17011,231,346,2,1,-42.43818901195729,#0B0B53
17012,245,338,3,1,15.455873159214818,#0B0B53
17013,76,292,2,1,-86.35772147975882,#CBD18C
17014,53,695,2,1,3.582689289980536,#BB80A2
17015,119,491,1,1,11.00552597303205,#B19A88
17016,372,333,1,1,-26.60888045850085,#061535
17017,180,163,4,1,42.197867220899695,#A680A6
17018,487,479,2,1,166.13613159552887,#040235
17019,658,90,1,1,244.31477035954276,#D3DF99
17020,67,613,2,1,-55.48558137012546,#D1A48C
17021,257,121,2,1,43.15548928353776,#D1D3ED
17022,691,498,2,1,82.01045367882342,#B18765
17023,642,0,1,1,263.7766230982058,#D3DF99
17024,593,230,3,1,73.17765107527967,#B290B7
17025,728,402,2,1,30.52095872105155,#BB80A2
17026,206,430,4,1,121.46014082371974,#A6808A
17027,741,253,2,1,-51.96315128565874,#C2B09A
