EllipseID,X,Y,Length,StrokeScale,Angle,color
383,628,751,6,2,83.32521524836037,#5D3C31
384,917,479,2,2,87.43569203881157,#D3C8AC
385,978,471,2,2,-26.3928951498865,#D3CAC5
386,85,634,3,2,-71.0949412892484,#AFA59E
387,796,373,2,2,45.149608229993106,#AFA59E
388,658,29,3,2,62.62716499879686,#DCD3CD
389,168,284,3,2,-34.199099210084114,#D3C8AC
390,1000,648,3,2,-13.717567582072391,#DCD3CD
391,238,186,3,2,14.046769669103867,#DCB4B3
392,458,512,3,2,150.01647317212198,#AF917C
393,678,289,3,2,71.09214106556846,#B49058
394,698,306,3,2,72.28431486929938,#DCB9A2
395,819,446,3,2,105.15121945024991,#DCD3CD
396,268,16,3,2,61.798774838019256,#CABFB7
397,372,223,10,2,-79.25268931020298,#5D3C31
398,80,541,3,2,-27.108772957455813,#BAB0A9
399,940,331,3,2,47.07101989494845,#DCD3CD
400,602,495,5,2,105.24296584906854,#32111F
401,288,663,4,2,107.7654139166269,#5D262B
402,262,52,3,2,42.44802577122873,#CAA19F
403,257,242,3,2,-15.523644939150046,#BAB0A9
404,675,487,3,2,-61.58856926152936,#7D3F29
405,848,535,3,2,52.23660645475001,#D3ACAC
406,325,152,3,2,13.794861359791,#DCB4B3
407,708,653,5,2,263.3017690660458,#5D262B
408,346,107,3,2,13.816551071088057,#CABFB7
409,220,464,3,2,-65.19620764996966,#CAC09F
410,865,715,3,2,50.60919350513846,#BAB0A9
411,312,64,3,2,62.034816082578,#D3CAC5
412,620,302,7,2,75.39960432013359,#7D5141
413,796,306,3,2,86.92683557240099,#DCB4B3
414,841,197,3,2,46.232117418771615,#DCD2B3
415,819,286,2,2,-8.33366517191567,#CAC09F
416,963,735,3,2,38.489056467893946,#DCD2B3
417,453,311,4,2,62.71457013239089,#B46549
418,15,564,3,2,0.4751156043500373,#BAB0A9
419,737,728,4,2,68.10224624220805,#32111F
420,435,65,3,2,119.48193870138685,#DCB4B3
421,408,433,3,2,153.02346069207113,#321A11
422,847,12,2,2,160.43285462315924,#D3CAC5
423,917,575,3,2,35.568937197132755,#DCD3CD
424,452,584,8,2,198.0243969211993,#CAA88F
425,849,187,2,2,182.99372707710563,#BAB0A9
426,115,380,3,2,-15.770669852650116,#BAB0A9
427,172,362,3,2,-37.68588574925694,#CAA19F
428,158,374,3,2,-40.2662930389412,#BAB0A9
429,294,660,3,2,141.0492324470015,#4D071C
430,893,302,2,2,113.21021886917809,#CABFB7
431,249,327,3,2,-32.45457062564414,#CAA88F
432,474,500,3,2,-32.52180620845414,#AF8B89
433,384,12,3,2,50.37103205785155,#CABFB7
434,672,390,3,2,78.22604182311875,#D3CAC5
435,41,347,2,2,24.874602981461237,#D3C8AC
436,883,138,2,2,65.75010835888456,#DCD3CD
437,115,278,3,2,-17.193215845347964,#AF8B89
438,836,76,2,2,129.0961161337106,#DCD2B3
439,82,240,3,2,-56.2525952544805,#D3C8AC
440,587,554,5,2,-59.03410854777519,#321A11
441,169,340,3,2,-19.312977415610632,#D3ACAC
442,812,723,4,2,75.21317408350828,#8A1237
443,855,55,3,2,62.04999409563409,#DCD3CD
444,372,639,5,2,157.58956002721743,#AFA789
445,136,217,3,2,18.811144327611785,#D3AF9C
446,701,220,3,2,59.20966736438642,#CAC09F
447,790,17,2,2,145.44002641812557,#DCD3CD
448,246,408,3,2,-66.9649277432668,#AFA59E
449,806,30,2,2,150.07170670012425,#D3CAC5
450,254,301,3,2,-57.46164080017749,#CABFB7
451,250,481,10,2,-40.946257499798776,#50505A
452,557,6,2,2,62.83049732474769,#DCD3CD
453,516,444,7,2,-63.43558540921717,#596973
454,782,533,9,2,67.24267395376968,#9A4752
455,737,359,3,2,41.87459268223763,#DCD3CD
456,47,61,3,2,80.35320024501274,#D3CAC5
457,924,285,2,2,62.84137261165302,#CAC09F
458,836,532,3,2,49.786742828585666,#DCB4B3
459,828,66,2,2,102.25383603460162,#DCD3CD
460,609,646,6,2,-60.29845042272575,#343640
461,0,426,3,2,36.39927134682389,#BAB0A9
462,555,103,8,2,43.40447018080734,#DCD3CD
463,208,695,4,2,-83.23431977993292,#4D1628
464,126,684,3,2,-67.37213730601457,#AF917C
465,745,683,4,2,73.96013563956237,#464D5A
466,217,401,3,2,-50.58232089440966,#BA9B85
467,183,189,3,2,38.92024884084789,#D3ACAC
468,970,577,3,2,43.532129703445165,#DCD3CD
469,648,600,6,2,258.0805464386757,#9A4752
470,43,664,2,2,-75.13124472039661,#AFA59E
471,391,305,8,2,76.55917235644401,#5D3C31
472,842,437,2,2,150.7435931946815,#DCD3CD
473,203,406,3,2,-51.74291211535143,#CAC09F
474,369,693,5,2,-82.16173223872335,#CAA19F
475,603,106,2,2,72.75834211899135,#DCD2B3
476,980,299,2,2,71.29622200125434,#DCD3CD
477,159,60,3,2,68.64874578475086,#DCD3CD
478,552,721,5,2,150.89662553795444,#DCD3CD
479,44,167,3,2,47.53791705646625,#D3AF9C
480,507,6,2,2,57.20328258310289,#D3C8AC
481,341,177,3,2,-10.545466694669258,#DCD2B3
482,667,588,6,2,72.50520824665003,#5D262B
483,442,373,5,2,38.16413371383505,#9A6659
484,268,400,3,2,-67.80556441627951,#BAB193
485,595,235,6,2,73.8858137872722,#7D6032
486,216,146,3,2,17.064330625120746,#CABFB7
487,447,65,3,2,132.5249204132031,#D3CAC5
488,717,620,4,2,-50.72100821499376,#6F1352
489,173,5,3,2,98.1684363296825,#CABFB7
490,210,32,3,2,55.943875531113235,#D3AF9C
491,565,208,6,2,255.76718499463564,#150A0A
492,164,285,3,2,-5.9766510030148225,#AFA59E
493,326,695,5,2,140.6323375264694,#150E0E
494,903,104,3,2,102.97376396757006,#DCD2B3
495,658,469,4,2,-34.452621658839135,#6F0A29
496,75,337,3,2,-31.586871944837895,#BAB0A9
497,205,112,3,2,38.32072131927721,#DCD2B3
498,412,692,3,2,-15.935630629995984,#150C0F
499,900,79,2,2,79.5589429806765,#DCD3CD
500,20,712,3,2,-24.583739011464147,#AFA59E
501,111,156,3,2,45.35931687742733,#CABFB7
502,946,96,2,2,95.36837106132096,#BAB0A9
503,72,577,3,2,-19.245545660725625,#DCB4B3
504,375,627,5,2,195.79788682935632,#AF8B89
505,492,488,6,2,269.43843224039506,#AF917C
506,291,40,3,2,37.256839293214874,#D3C8AC
507,125,729,3,2,-57.12718074920173,#BA9B85
508,676,622,6,2,78.22809474730022,#42191C
509,14,131,3,2,14.970714081218318,#CAC09F
510,148,60,3,2,76.71521751142326,#CAC09F
511,541,31,2,2,70.10939653189148,#D3CAC5
512,480,606,5,2,124.01959179757726,#312C40
513,904,656,3,2,66.18996716967848,#DCD3CD
514,961,348,3,2,49.2383960594066,#DCD3CD
515,658,643,4,2,268.5398752549593,#5D262B
516,624,334,6,2,75.55390297212344,#7D3F29
517,476,304,6,2,95.14314649941095,#9A6659
518,334,575,4,2,-40.771670812844405,#4D1628
519,642,357,9,2,86.62475721389515,#8A2D4B
520,690,74,3,2,138.03210064826888,#DCD3CD
521,194,725,5,2,-83.33171577672587,#423319
522,758,566,5,2,97.40921904400392,#6F1352
523,762,252,2,2,115.77872988602154,#D3C8AC
524,733,648,4,2,76.14285996093462,#422A21
525,772,568,4,2,55.32286250959274,#422A21
526,674,181,3,2,79.08638113653824,#D3CAC5
527,255,381,3,2,-63.59162309804023,#AFA789
528,52,262,3,2,19.879686412279824,#DCB4B3
529,900,701,3,2,63.141819098806664,#DCD3CD
530,141,30,3,2,27.93466879196705,#DCB4B3
531,775,17,2,2,235.01079847119368,#D3CAC5
532,170,432,3,2,-84.2428790652622,#BAB0A9
533,500,254,7,2,209.09519506836293,#9A6659
534,587,199,6,2,70.68393110608595,#5D3C31
535,462,240,6,2,164.46035924208064,#150F0C
536,1007,679,3,2,8.651748504407621,#BAB193
537,360,606,7,2,141.81514088088298,#321719
538,488,296,3,2,-84.21926265001073,#9A6659
539,154,735,3,2,-65.14140326655337,#AFA789
540,120,318,2,2,-11.402621050222066,#D3ACAC
541,924,320,3,2,43.60319911277008,#CAC09F
542,494,187,4,2,85.73467593849196,#CD917B
543,834,6,3,2,193.5572609870412,#DCD3CD
544,205,55,3,2,104.95876848645106,#CABFB7
545,690,204,3,2,41.32822389571488,#DCB9A2
546,331,424,8,2,-20.012919655743644,#BAB193
547,948,502,2,2,-26.544945631456088,#D3CAC5
548,35,25,3,2,49.898342275815864,#CABFB7
