Age,Gender,Income,CountryLive
26,male,24000,Argentina
17,male,30000,Australia
26,male,46128,Saudi Arabia
31,female,36000,Philippines
25,female,60000,United States of America
27,male,60000,Greece
20,male,24000,"Netherlands (Holland, Europe)"
17,male,30000,Canada
24,female,60000,Japan
15,female,6000,United States of America
32,male,7992,Italy
23,male,43200,Ukraine
29,male,37200,Ukraine
23,male,7200,Romania
27,female,42000,Ukraine
24,female,40500,Argentina
39,male,14400,India
26,male,48000,Belarus
20,male,32904,Kazakhstan
25,male,54000,Brazil
23,male,24000,Singapore
27,male,60000,Greece
23,male,20400,India
21,male,12000,Ukraine
22,male,38400,Romania
22,female,66000,Russia
22,female,31200,Vietnam
32,male,60000,Romania
22,male,18000,Belarus
25,male,18000,Poland
27,male,43200,Indonesia
27,male,12000,India
28,male,18000,Malaysia
22,male,8640,Indonesia
26,male,24000,Pakistan
26,male,30000,Pakistan
28,male,38400,Serbia
23,male,7680,Republic of Serbia
22,female,6000,Finland
25,female,19200,Great Britain
35,male,60000,Russia
16,male,24000,Ukraine
25,female,12000,Russia
32,male,48000,Ukraine
22,male,24000,Ukraine
30,male,57600,Brazil
27,male,9600,Nigeria
25,male,44040,Brazil
24,male,11400,Algeria
27,male,39600,Nepal
27,male,30000,Ukraine
26,male,54000,Ukraine
22,male,6000,Ukraine
19,female,60000,France
29,male,21600,Ukraine
26,female,42000,Greece
23,male,21600,Ukraine
24,male,17604,Ukraine
20,male,24000,Venezuela
25,male,12000,Cameroon
57,male,24000,Canada
21,male,60000,Mexico
25,male,60000,Brazil
30,male,69600,Dominican Republic
24,male,9600,Brazil
15,female,24000,United States of America
22,male,48000,Nigeria
27,male,36060,India
20,male,36000,Indonesia
26,male,14400,India
45,female,48000,Australia
26,male,60000,India
19,male,60000,United States of America
24,male,12000,India
26,male,66000,Bangladesh
22,male,21600,Albania
21,male,12960,Philippines
24,male,48000,Serbia
27,male,48000,Kazakhstan
26,male,60000,Italy
24,male,33600,Egypt
19,female,12000,Great Britain
22,male,28800,Israel
27,female,60000,United Kingdom
30,male,9600,China
20,male,6000,Russia
23,male,55068,India
29,male,36000,Kazakhstan
21,male,60000,Nigeria
31,male,30000,Lithuania
24,male,22500,Ghana
29,male,36000,Russia
23,male,19200,Ukraine
18,male,36000,United States of America
15,male,6000,United States of America
22,male,48000,Russia
27,male,6000,India
37,female,9600,Serbia
24,male,60000,Ukraine
27,male,48000,Bangladesh
29,male,60000,Canada
30,female,60000,South Africa
24,male,61200,India
23,male,60000,India
28,male,25920,Nigeria
27,male,60000,"Netherlands (Holland, Europe)"
19,female,36000,United States of America
26,male,48000,India
20,male,60000,United States of America
34,male,42000,Spain
30,male,66000,Croatia
32,male,69312,Brazil
30,male,52332,India
26,male,10008,Nigeria
28,male,33600,Kazakhstan
26,male,24000,Nigeria
27,male,8400,Bulgaria
37,male,42000,Philippines
21,male,42000,Greece
22,male,60000,United States of America
38,female,42000,United States of America
32,female,48000,United States of America
24,male,36000,India
21,male,6000,British Indian Ocean Ter
22,trans,7200,United States of America
25,female,48000,Philippines
20,male,48000,United States of America
21,male,48000,Poland
31,male,24000,South Africa
28,male,13200,Republic of Serbia
24,male,24000,Egypt
22,male,48000,Brazil
19,agender,12000,United States of America
31,male,20400,Nigeria
30,male,24000,Poland
21,male,12000,Morocco
25,male,43200,Moldova
24,male,60000,Malaysia
21,male,24000,India
25,male,60000,China
25,male,60000,Brazil
22,female,36540,India
21,female,7200,Philippines
26,male,46668,Nigeria
22,male,60000,United States of America
26,male,43200,Tanzania
23,female,43200,Ukraine
24,male,36000,China
27,male,64152,Kenya
25,male,24000,Tunisia
30,female,60000,Canada
23,male,30000,India
28,male,24000,India
18,male,9600,United States of America
21,male,60000,Ukraine
25,male,36000,Bangladesh
24,male,60000,Kenya
31,male,24000,India
23,male,50400,Philippines
17,male,20400,United States of America
23,male,24000,Germany
30,female,28800,Republic of Serbia
39,male,48000,Poland
27,male,6000,Zimbabwe
23,male,32544,India
23,female,60000,United States of America
22,male,7200,Romania
26,male,8400,Romania
21,male,14400,United States of America
23,male,48000,United States of America
24,female,18000,Nigeria
21,female,36000,United States of America
29,male,36000,Russia
21,male,18000,Niger
29,male,37200,India
18,male,60000,United States of America
29,male,60000,United States of America
33,female,24000,Nigeria
20,male,48000,United Kingdom
23,male,18000,India
34,male,48000,South Africa
27,male,28800,Mexico
30,male,60000,Republic of Serbia
26,male,60000,United Kingdom
32,male,24000,Egypt
33,female,23640,Nigeria
22,male,7200,United States of America
25,male,19200,Russia
30,male,36000,Moldova
35,male,48000,Mexico
22,male,30000,India
17,male,62400,United States of America
28,male,1000000,Japan
22,male,1000000,Hong Kong
30,female,1000000,United Kingdom
25,female,1000000,India
33,female,1000000,India
23,male,1000000,Indonesia
25,male,1000000,India
32,male,1000000,Portugal
25,male,1000000,Philippines
26,male,15000,Brazil
34,male,40000,United States of America
41,male,22000,United States of America
41,male,60000,United States of America
39,male,150000,United States of America
25,male,40000,United States of America
30,male,19000,United States of America
31,male,49000,United States of America
22,male,35000,United States of America
33,male,60000,United States of America
39,male,50000,Korea South
37,male,75000,United States of America
28,male,65000,United States of America
34,male,12000,Russia
45,male,115000,United States of America
40,male,100000,Singapore
45,male,71000,United States of America
34,male,50000,United Kingdom
34,male,18000,Pakistan
28,male,12000,Russia
45,male,60000,"Netherlands (Holland, Europe)"
26,male,6500,India
30,male,14000,Italy
34,male,15000,Macedonia
37,male,6000,Ukraine
30,male,48000,Poland
28,male,15000,Italy
24,male,9000,Romania
44,male,46208,United Kingdom
26,male,13300,United Kingdom
40,male,15000,Nigeria
47,male,150000,"Netherlands (Holland, Europe)"
32,male,30000,Italy
43,male,15000,Lebanon
34,male,30000,United Kingdom
32,male,14500,India
38,male,35000,Portugal
36,male,80000,Canada
38,female,90000,United States of America
44,male,15000,Australia
35,male,150000,United Kingdom
38,male,120000,United States of America
39,male,115000,United States of America
37,male,10000,Ecuador
23,male,60000,United States of America
36,male,95000,United States of America
29,male,15000,Colombia
50,male,20000,United States of America
39,female,27000,United States of America
24,male,55000,United States of America
31,male,55000,United States of America
42,male,90000,United States of America
43,male,90000,United States of America
35,male,140000,United States of America
32,male,12000,Argentina
45,male,90000,United States of America
33,male,45000,United States of America
25,male,88000,United States of America
32,male,90000,United States of America
45,male,150000,United States of America
26,male,10200,Costa Rica
39,male,40000,Canada
39,male,30000,Canada
43,male,50000,United States of America
62,male,200000,United States of America
36,male,70000,Canada
28,male,22000,United States of America
51,male,60000,United States of America
36,male,69000,"Netherlands (Holland, Europe)"
38,male,38000,United States of America
32,male,72000,United States of America
31,male,52000,United States of America
35,male,90000,United States of America
23,male,12000,United States of America
32,male,34000,United States of America
42,male,90000,United States of America
43,female,62000,United States of America
49,male,45000,United States of America
25,male,50000,Sweden
45,male,105000,United States of America
35,male,75000,United States of America
35,male,58000,United States of America
27,male,10000,South Africa
33,male,75000,United States of America
30,male,50000,United States of America
33,male,210000,United States of America
34,male,43000,United States of America
25,male,20000,Mexico
34,male,42000,United States of America
33,male,30000,United States of America
39,male,40000,United States of America
31,male,10000,United States of America
32,male,140000,United States of America
32,male,48000,United States of America
37,female,80000,United States of America
46,trans,14000,United States of America
34,male,10000,Mexico
24,male,14000,Puerto Rico
31,male,105000,United States of America
43,male,50000,United States of America
24,male,41000,United States of America
27,male,52500,United States of America
29,male,53000,United States of America
42,male,25000,United States of America
39,male,15000,Spain
33,male,15000,United States of America
42,female,19000,United States of America
30,male,55000,United Kingdom
39,male,85000,United States of America
50,female,70000,United States of America
31,male,40000,United States of America
32,female,35000,United States of America
33,male,35000,United States of America
37,male,8000,Estonia
25,male,30000,United States of America
32,male,20000,Brazil
46,male,52000,Canada
36,female,20000,United States of America
25,male,50000,United States of America
31,male,35000,United Kingdom
34,male,95000,United States of America
43,agender,28000,United Kingdom
54,male,54000,United States of America
36,male,100000,United States of America
27,male,10000,Norway
29,male,68000,United States of America
39,male,155000,United States of America
31,male,75000,New Zealand
36,male,72000,United States of America
34,male,61500,United States of America
45,female,9400,Hungary
31,male,102500,United States of America
45,male,125000,United States of America
32,male,90000,United Kingdom
29,male,40000,"Netherlands (Holland, Europe)"
34,male,10000,Croatia
32,male,35000,United States of America
26,male,32500,United States of America
49,male,80000,United States of America
36,male,47500,United States of America
43,male,165000,United States of America
35,male,100000,Canada
39,male,113000,United States of America
37,male,150000,United States of America
37,male,10000,United States of America
48,male,30000,Canada
29,male,66000,United States of America
34,male,55000,United States of America
43,male,67000,United States of America
30,male,70000,United States of America
38,male,40000,Spain
29,female,60000,United States of America
48,male,126000,United States of America
32,male,25000,United Kingdom
32,male,100000,United States of America
30,genderqueer,45000,United States of America
55,male,90000,United States of America
30,male,30000,Australia
56,female,45000,United States of America
47,female,42004,United States of America
30,male,35000,Ireland
33,female,105000,United States of America
32,male,20000,"Netherlands (Holland, Europe)"
38,male,15000,United States of America
47,female,55000,United States of America
36,male,65000,United States of America
48,male,60000,United States of America
28,male,16000,United Kingdom
25,male,36000,United States of America
47,male,80000,United States of America
42,male,85000,United States of America
43,male,24000,Korea South
35,male,30000,United States of America
33,male,47000,Brazil
37,male,22000,Argentina
29,male,47000,United States of America
31,male,55000,United States of America
40,male,10000,Colombia
32,male,32000,Brazil
36,male,35000,United States of America
34,male,40000,United States of America
65,male,80000,United States of America
34,male,70000,United States of America
37,male,34000,Brazil
24,male,42000,United States of America
41,male,43000,United States of America
21,female,12000,United States of America
30,male,55000,United States of America
28,female,45000,United States of America
50,female,20000,United States of America
35,male,77000,Singapore
29,male,40000,United States of America
37,male,40000,Australia
40,female,120000,United States of America
29,male,35000,United States of America
32,male,45000,United States of America
50,male,90000,United States of America
29,male,50000,United States of America
45,male,108000,United States of America
49,male,16000,Russia
27,male,30000,United States of America
37,male,60000,United States of America
28,male,22000,United States of America
27,male,85000,United States of America
27,male,41000,United States of America
26,male,58000,United States of America
35,male,50000,India
37,male,52000,United States of America
35,male,52000,United States of America
38,male,37000,South Africa
30,male,15000,Turkey
35,female,75000,United States of America
35,male,9000,Russia
35,male,38000,United States of America
42,male,60000,Hong Kong
35,male,40000,United Kingdom
35,female,35000,New Zealand
24,male,300000,Denmark
34,male,15000,Croatia
26,male,20000,United Kingdom
44,male,90000,United Kingdom
26,male,25000,Spain
30,male,14000,Argentina
32,male,50000,Poland
40,female,10000,South Africa
47,male,45000,South Africa
43,male,40000,"Netherlands (Holland, Europe)"
29,male,25000,United Kingdom
37,male,50000,Norway
53,male,85000,United States of America
40,male,10000,"Netherlands (Holland, Europe)"
42,male,12000,Australia
34,male,8116,Hungary
36,male,28000,United States of America
50,male,57000,United Kingdom
36,male,45000,United States of America
45,male,60000,Poland
50,male,80000,Saudi Arabia
36,male,10000,Republic of Serbia
35,male,25000,Poland
40,male,60000,United Kingdom
56,male,9000,India
43,male,65000,United Kingdom
46,female,65000,United States of America
31,male,50000,United States of America
40,male,45000,United Kingdom
30,male,30000,Russia
34,male,7000,India
33,male,34000,United Kingdom
42,male,25000,Portugal
47,female,32000,United States of America
44,female,55000,United States of America
53,male,150000,United States of America
39,male,50000,United States of America
38,male,80000,United States of America
40,male,80000,United States of America
37,male,35000,Germany
43,male,80000,Germany
39,male,32000,United States of America
41,male,25000,Belarus
32,male,85000,United States of America
50,male,50000,Canada
48,male,58000,United States of America
47,male,30000,Portugal
30,male,25000,Great Britain
28,male,40000,United Kingdom
53,male,69000,United States of America
40,male,64000,United States of America
41,female,56000,United States of America
52,male,45000,United States of America
45,female,70000,United States of America
26,female,13000,United States of America
37,male,9750,Argentina
27,male,42000,United States of America
30,male,17500,United States of America
36,male,65000,United States of America
30,male,60000,Germany
41,male,150000,United Arab Emirates
50,male,50000,United States of America
30,male,6000,Brazil
29,male,61500,Canada
56,male,65000,United States of America
32,female,60000,United States of America
29,male,70000,United States of America
36,male,65000,United States of America
28,male,16000,Russia
40,male,30000,United States of America
28,male,45000,United States of America
41,male,70000,United States of America
33,male,30000,United States of America
36,male,28700,South Africa
43,male,18000,Great Britain
36,male,34000,United States of America
36,male,24000,United States of America
34,male,110000,United States of America
50,male,80000,France
23,female,45000,United States of America
31,male,30000,United Kingdom
28,male,15000,Azerbaijan
34,male,22102,Brazil
46,female,34000,United States of America
26,male,6000,Mexico
38,male,50000,United States of America
37,male,105000,United States of America
28,male,56000,United States of America
33,male,8000,United States of America
33,male,80000,United States of America
42,male,38000,United States of America
58,male,110000,United States of America
36,male,16000,United States of America
34,male,70000,United States of America
53,male,20000,France
35,male,17300,South Africa
32,female,11000,Great Britain
35,male,12000,Poland
42,female,40000,United States of America
26,male,43000,United States of America
46,male,70000,France
46,male,75000,United States of America
44,male,65000,United States of America
34,male,40000,Cyprus
30,female,40000,United States of America
26,male,45000,Australia
29,male,100000,United States of America
47,male,75000,Ireland
44,female,14000,United States of America
25,male,59000,United States of America
25,male,49000,United States of America
59,male,36000,Finland
44,male,700000,United States of America
32,male,40000,United States of America
35,male,52000,United States of America
41,male,58600,United States of America
31,male,50000,Spain
25,male,36000,United States of America
38,male,140000,United States of America
29,female,17000,United States of America
37,male,90000,United States of America
38,male,90000,Germany
38,male,125000,United States of America
40,male,50000,Canada
36,male,24000,United States of America
37,male,96000,United States of America
37,male,45000,United States of America
39,male,140000,United States of America
37,female,33000,United States of America
39,male,125000,Colombia
28,male,67000,United States of America
40,male,76000,United States of America
37,male,72000,Japan
49,male,24000,United States of America
34,male,30000,United States of America
23,male,20000,United States of America
32,male,40000,Japan
38,male,96000,United States of America
35,male,22000,United States of America
34,female,10000,India
49,male,100000,Ukraine
29,male,50000,Denmark
42,male,64000,France
46,male,46000,United Kingdom
51,male,12000,Morocco
32,male,9000,Russia
30,male,8000,Nigeria
31,male,22558,India
30,male,36000,Sweden
36,male,40000,United Kingdom
44,male,35000,Canada
36,male,24000,India
33,male,66000,United States of America
33,male,32671,Canada
35,male,34605,New Zealand
32,male,60000,United States of America
33,male,22000,Kenya
37,male,80000,Canada
36,male,60000,Russia
34,male,30000,United States of America
31,male,46000,United States of America
34,male,19000,Spain
24,male,28000,United States of America
34,male,7000,Mexico
37,male,20000,United States of America
43,male,24000,United States of America
34,male,33000,United States of America
57,male,100000,United States of America
23,male,18000,United States of America
44,male,140000,United States of America
32,male,55000,United States of America
29,male,14000,Hungary
44,male,100000,United States of America
34,male,12000,India
29,male,40000,United States of America
26,male,20000,Venezuela
30,male,85000,United States of America
34,male,24000,United States of America
42,male,172000,United States of America
28,male,70000,United Arab Emirates
33,male,75000,United States of America
22,male,48000,United States of America
42,male,35000,United States of America
38,male,40000,Spain
28,female,36000,United States of America
46,male,60000,United Kingdom
33,male,35000,Canada
32,female,69000,Australia
33,male,45000,Ireland
43,male,15000,United Kingdom
43,male,87000,United States of America
37,male,31000,United States of America
37,male,13000,Portugal
35,male,75000,United States of America
32,male,60000,Canada
38,male,38000,United States of America
40,female,42000,United States of America
34,male,70000,United States of America
26,female,10000,United States of America
37,male,12000,Brazil
50,male,6000,Russia
53,male,40000,United States of America
42,male,24000,Canada
48,male,60000,United States of America
51,male,24000,United States of America
35,male,80000,United States of America
33,female,40000,United States of America
31,male,45000,United States of America
35,male,120000,United States of America
61,male,350000,United States of America
43,male,10000,Latvia
34,male,38000,Russia
28,male,44500,Australia
27,male,24000,United Kingdom
30,male,15000,India
32,male,27000,Lithuania
31,male,15000,Peru
33,male,7700,Romania
35,male,25000,United Kingdom
33,male,41000,United Kingdom
33,male,60000,Japan
28,male,15000,Poland
26,male,6000,Belarus
34,male,55000,Israel
34,male,60000,Germany
38,male,80000,Brazil
43,male,55000,Canada
37,male,25000,France
32,male,45000,United States of America
44,male,15000,Greece
42,male,66000,Finland
29,male,8000,Zimbabwe
43,male,25000,United Kingdom
36,male,20000,Italy
34,male,10000,Croatia
42,male,65000,Canada
54,male,55000,United Kingdom
23,male,23000,United States of America
42,male,12000,Republic of Serbia
32,male,40000,United States of America
55,male,100000,United States of America
61,male,15000,Canada
33,male,50000,"Netherlands (Holland, Europe)"
40,male,90000,United Kingdom
36,male,30000,United States of America
48,male,30000,United States of America
29,male,100000,United States of America
39,male,12000,Lithuania
29,male,60000,United Kingdom
42,male,27000,Canada
30,male,30000,United States of America
44,female,60000,United States of America
36,male,31000,Finland
32,male,9000,Croatia
31,male,50000,Canada
38,male,13000,United States of America
28,male,26000,Bulgaria
27,male,50000,South Africa
48,male,49000,United States of America
35,female,8000,United States of America
30,male,6000,Latvia
40,female,40000,Finland
46,male,92000,United States of America
30,male,7000,Serbia
43,male,180000,United States of America
38,male,70000,United States of America
42,male,23000,Norway
39,female,21121,United States of America
29,male,90000,United States of America
31,male,30000,United States of America
37,male,30000,United Kingdom
26,male,30000,United States of America
27,male,25271,Indonesia
33,male,15000,United States of America
36,male,100000,Australia
33,male,80000,United States of America
37,male,40000,Canada
47,male,55000,United States of America
40,male,80000,Germany
36,male,55000,United States of America
33,male,30000,India
30,male,152000,United States of America
30,female,12000,United States of America
29,male,60000,Saudi Arabia
37,female,9000,United States of America
44,male,30000,Estonia
37,female,9000,Maldives
38,male,10000,Turkey
44,male,40000,Australia
43,male,60000,United States of America
30,male,65000,Norway
38,female,20000,Israel
29,male,30000,Azerbaijan
34,female,40000,United States of America
47,male,12000,France
37,male,9000,Czech Republic
33,male,15000,Argentina
41,male,30000,France
36,female,13000,Brazil
27,male,7000,Ukraine
42,male,120000,United Kingdom
36,male,38000,United States of America
29,female,40000,United States of America
40,male,100000,Singapore
27,male,8000,Egypt
44,male,45000,France
40,male,100000,Indonesia
45,female,45000,United States of America
38,male,95000,United States of America
45,male,133000,United States of America
30,female,50000,United States of America
57,female,180000,United States of America
35,male,22000,Italy
35,male,60000,United States of America
33,male,37000,Austria
28,male,20000,Mexico
35,male,60000,United States of America
35,male,73000,United States of America
38,male,14000,Malaysia
32,male,14000,Republic of Serbia
26,male,74000,United States of America
28,male,25000,Czech Republic
43,male,80000,United States of America
50,male,100000,United States of America
37,male,68793,Denmark
46,male,130000,Canada
38,male,85000,Belgium
34,male,90000,United States of America
41,male,30000,Czech Republic
35,male,60000,Australia
30,male,35000,United States of America
39,male,13000,Spain
30,male,25000,"Netherlands (Holland, Europe)"
42,female,40000,United States of America
50,male,56000,United States of America
26,male,22000,Canada
33,male,95000,United States of America
30,male,150000,United States of America
48,male,60000,Canada
37,female,24000,United States of America
29,male,48000,United States of America
50,male,100000,South Africa
29,male,30000,United States of America
55,male,30000,United Kingdom
31,male,8000,United States of America
30,male,65000,Australia
41,female,38000,United States of America
30,male,15000,India
36,male,98000,United States of America
31,male,73000,United States of America
37,female,34000,Jamaica
27,male,7422,Panama
40,male,78000,United States of America
41,male,50000,United States of America
43,male,8000,Nigeria
27,male,10000,Ireland
40,male,65000,South Africa
35,female,65000,United States of America
40,male,30000,Spain
35,male,43000,Belgium
32,male,55000,United States of America
29,male,9000,Poland
27,male,50000,United Kingdom
39,male,8000,Turkey
34,male,68000,United States of America
33,male,54000,United States of America
34,male,36000,United Arab Emirates
35,male,46000,United States of America
38,male,20000,Slovenia
38,female,75000,United States of America
34,male,10000,Ukraine
50,male,68000,United States of America
26,male,75000,United States of America
34,female,52000,Canada
22,male,22222,United States of America
26,male,22000,Canada
35,male,55000,United States of America
45,female,27000,United Kingdom
25,male,30000,United States of America
40,male,12000,Portugal
42,male,100000,United States of America
45,male,28000,United States of America
50,male,120000,United States of America
35,male,80000,United States of America
25,female,75000,United States of America
48,male,110000,United States of America
33,male,20000,Brazil
22,male,6000,Colombia
41,male,10000,United States of America
43,male,100000,United States of America
32,male,90000,India
42,male,97000,United States of America
33,male,69000,United States of America
38,male,91000,United States of America
26,male,172000,United Arab Emirates
41,male,10000,Poland
50,male,60000,United States of America
33,male,45000,Germany
29,female,10000,India
30,female,30000,France
46,male,180000,United States of America
28,male,20000,United States of America
38,male,40000,India
36,male,50000,India
45,male,100000,France
36,male,36000,United States of America
45,male,25000,Canada
26,male,40000,United States of America
36,male,70000,United States of America
40,male,65000,United States of America
27,female,54000,United States of America
34,male,30000,Argentina
40,male,180000,United States of America
37,male,25000,Spain
29,male,25000,United States of America
35,female,24000,United States of America
33,male,50000,Canada
36,male,100000,United States of America
29,male,20000,United Kingdom
29,male,90000,United States of America
30,male,72000,United States of America
28,male,30000,Great Britain
38,male,250000,Brazil
42,male,27371,Israel
23,male,49000,Australia
35,male,15000,United States of America
45,female,60000,United States of America
28,male,65000,United States of America
36,female,45000,United States of America
43,male,72000,United States of America
38,male,110000,Switzerland
40,male,1000000,United States of America
32,male,35000,United States of America
34,male,80000,Australia
48,male,80000,United States of America
30,male,36000,Canada
33,male,60000,United States of America
38,male,45000,United States of America
43,male,60000,United States of America
47,male,34000,United States of America
36,male,60000,United States of America
37,female,65000,United States of America
26,male,76000,United States of America
36,male,62400,United States of America
29,male,24000,United States of America
30,male,70000,Germany
40,male,42000,Italy
33,male,80000,Israel
32,male,22153,South Africa
52,male,60000,Ireland
31,male,14000,United States of America
46,male,50000,Sweden
35,male,42000,United States of America
36,female,25000,United States of America
32,male,75000,United States of America
27,male,45000,United States of America
31,male,34000,United States of America
33,male,37000,United Kingdom
33,male,23000,United States of America
41,male,44000,United States of America
30,male,70000,United States of America
37,male,80000,Hong Kong
36,male,110000,United States of America
39,male,25000,Spain
34,male,175000,Azerbaijan
37,male,114000,United States of America
36,male,19000,Russia
24,female,10000,United States of America
43,male,50000,United States of America
59,male,90000,United States of America
40,male,84000,United States of America
38,male,57000,United States of America
31,female,30000,United States of America
36,male,38000,United States of America
31,male,15000,Poland
33,male,53000,United States of America
31,male,9000,Ecuador
32,male,38000,France
29,genderqueer,86000,United States of America
46,male,40500,United States of America
36,male,83000,United States of America
38,male,20000,Sweden
34,male,60000,United Kingdom
44,male,30000,Italy
43,male,50000,United States of America
34,male,80000,United States of America
44,female,25000,United States of America
31,male,35000,United States of America
37,female,41000,United States of America
37,male,10000,Malaysia
47,male,26000,Italy
29,male,72000,United States of America
33,male,67000,United States of America
29,female,48000,Norway
25,male,58000,United States of America
32,male,105000,United States of America
37,male,120000,United States of America
35,male,160000,United States of America
30,male,56000,United States of America
31,male,50000,Canada
29,male,100000,United Kingdom
33,male,9000,Poland
22,male,24000,United States of America
33,male,32000,United States of America
44,male,6000,Russia
39,male,100000,United States of America
37,male,24000,United States of America
32,male,22000,United States of America
33,male,60000,United States of America
35,male,48000,United States of America
49,female,10000,United States of America
39,male,50000,United States of America
42,male,7000,United States of America
32,male,77000,Norway
32,male,12000,Russia
48,male,120000,United Kingdom
30,male,80000,Italy
30,male,35000,United States of America
47,male,15000,Spain
43,female,65000,United States of America
29,male,70000,United States of America
41,female,20000,Australia
33,male,100000,United States of America
32,male,15000,India
45,male,50000,United States of America
31,male,20000,United States of America
38,male,35000,Slovenia
38,male,20000,Iran
40,male,50000,Australia
30,male,14000,United States of America
60,male,80000,United States of America
35,male,50000,"Netherlands (Holland, Europe)"
47,male,70000,"Netherlands (Holland, Europe)"
53,male,30000,Great Britain
37,male,23000,United Kingdom
35,male,60000,Mexico
35,male,70000,United States of America
33,male,350000,United States of America
49,male,90000,United States of America
58,male,23000,Australia
37,male,65000,United States of America
48,male,20000,United States of America
26,male,20000,United States of America
42,male,50500,United States of America
53,male,1000000,United States of America
43,female,110000,Australia
29,female,30000,Canada
36,male,16000,Argentina
30,male,40000,United States of America
33,male,35000,United States of America
45,male,170000,United States of America
34,female,44000,United States of America
33,male,68934,Canada
50,male,30000,Mexico
28,male,50000,United States of America
33,male,60000,United Kingdom
42,male,10000,Philippines
37,male,80000,Angola
45,female,75000,Australia
37,male,49000,United States of America
32,male,12000,Russia
30,male,7636,India
30,male,48000,United States of America
30,male,40000,Russia
41,male,40000,United States of America
40,male,50000,Israel
59,male,95000,United States of America
48,male,200000,United States of America
30,male,50000,Germany
37,male,45747,United Arab Emirates
40,male,35000,Denmark
38,male,30000,United States of America
38,male,75000,United States of America
27,male,20000,Colombia
31,male,33004,Paraguay
40,male,127000,United States of America
26,male,40000,Canada
41,male,70000,Martinique
38,male,30000,Romania
38,male,150000,United States of America
31,female,26000,United States of America
32,male,60000,United States of America
27,female,40000,United States of America
35,male,35000,Paraguay
33,female,16831,India
38,female,12000,Romania
44,male,20000,Serbia
53,male,18000,France
35,male,20000,India
28,male,35000,United States of America
47,male,30000,France
44,male,90000,United States of America
30,male,50000,United Kingdom
30,male,40000,France
37,male,25000,Uruguay
31,male,75000,United States of America
38,male,65000,United States of America
34,male,27000,United Kingdom
40,male,110000,United States of America
36,male,50000,Canada
39,male,27000,United Kingdom
31,female,70000,United States of America
28,male,25000,United States of America
29,male,34000,United States of America
32,male,80000,Algeria
32,male,88000,United States of America
44,male,10000,Malaysia
28,male,60000,United States of America
29,male,35000,United States of America
47,male,200000,Switzerland
32,male,81000,United States of America
42,male,50000,United States of America
37,male,30000,Luxembourg
32,male,60000,Korea South
29,male,34000,United Kingdom
30,male,12000,Poland
30,male,50000,United States of America
35,male,10000,Jamaica
35,male,55000,United States of America
41,male,200000,Argentina
36,genderqueer,40000,United States of America
28,male,120000,United States of America
31,male,150000,United States of America
34,male,100000,Australia
34,male,46000,Japan
32,male,40000,Taiwan
28,female,39000,United States of America
40,female,18000,Spain
36,male,9000,"Netherlands (Holland, Europe)"
45,male,6000,Poland
44,male,45000,Sweden
40,male,58000,United States of America
24,male,9000,Philippines
31,male,11362,Russia
34,male,50000,United States of America
33,female,28000,United States of America
33,male,10000,Mexico
28,male,38000,United States of America
34,male,35000,United States of America
36,male,47000,United States of America
53,male,73000,United States of America
34,male,85000,United States of America
33,male,40000,United States of America
34,female,65000,United States of America
46,male,80000,United States of America
25,female,62000,United States of America
32,male,22000,United States of America
41,female,15000,United States of America
49,female,12000,United States of America
43,male,50000,France
26,male,77000,United States of America
41,male,40000,United States of America
36,male,6000,United States of America
29,male,31000,United States of America
50,male,50000,United States of America
40,male,100000,United States of America
31,male,55000,United States of America
32,female,26000,United States of America
35,male,30000,United States of America
29,male,7200,Pakistan
24,male,50000,Russia
32,male,120000,Denmark
28,male,8000,Poland
26,male,30000,United Kingdom
29,male,15000,Argentina
36,male,60000,United Kingdom
38,male,30000,Germany
34,male,30000,United Kingdom
37,male,56000,Mongolia
37,male,80000,United States of America
36,male,25000,Spain
33,male,70000,Netherland Antilles
31,male,12600,Brazil
27,male,65000,United States of America
39,female,95000,United States of America
43,male,32000,United States of America
35,male,50000,Finland
40,male,94000,United States of America
41,male,75000,United States of America
44,male,80000,United Kingdom
25,male,11612,Argentina
27,male,46000,United States of America
37,male,39000,United States of America
58,male,49000,Korea South
32,female,95000,United States of America
32,male,89650,United States of America
32,male,15000,Chile
37,male,55000,United States of America
44,male,75000,United States of America
42,male,75000,Norway
27,male,20000,Swaziland
31,male,19200,Hungary
40,male,60000,United States of America
32,male,8500,Spain
41,male,30000,China
31,male,104000,United States of America
33,male,14000,Russia
33,male,33000,Spain
34,male,42000,United States of America
41,male,100000,United Kingdom
30,male,20000,United States of America
31,male,40000,Spain
30,male,40000,United States of America
38,male,85000,United States of America
36,male,55000,United States of America
33,male,51150,United States of America
35,male,28000,United States of America
38,male,136000,United States of America
35,female,60000,United States of America
35,female,18000,United States of America
27,male,25000,United States of America
28,male,33000,United States of America
28,male,30000,Sweden
28,male,27000,Ireland
38,male,50000,United States of America
30,male,36000,Sweden
37,male,20000,Poland
35,male,65000,Australia
29,male,29000,United States of America
35,male,71000,United States of America
33,male,40000,Brazil
34,female,25000,United States of America
32,male,28000,United States of America
35,male,46000,United States of America
52,male,350000,United States of America
37,male,30000,"Netherlands (Holland, Europe)"
47,male,200000,Canada
50,male,150000,Germany
49,male,16000,Ireland
39,male,7000,Kazakhstan
59,male,34000,Australia
40,male,90000,United Kingdom
31,male,190000,Denmark
29,male,49976,United Kingdom
