EllipseID,X,Y,Length,StrokeScale,Angle,color
405,99,180,2,1,216.45983455123815,#7C2725
406,107,70,1,1,118.70559200704724,#1E1916
407,2,110,1,1,90.0,#FECCCC
408,114,6,5,1,16.13980639147414,#9F8A82
409,19,33,1,1,60.897511452607645,#FEE0EB
410,151,188,2,1,-84.21504960281777,#493F2E
411,174,148,2,1,19.89166264488081,#FEEBE0
412,87,100,4,1,-50.28229827322383,#875B3F
413,173,45,1,1,62.715601452006084,#9F9596
414,143,101,8,1,-81.16082730509964,#9F7679
415,69,88,3,1,264.384005136105,#947F40
416,87,108,2,1,-72.9024126051228,#875B3F
417,2,85,1,1,90.0,#FEFEFE
418,25,143,2,1,126.11028651266452,#FEFEFE
419,183,91,2,1,206.2372619239717,#9F9596
420,154,0,2,1,34.65280483151715,#9F828F
421,28,83,1,1,-87.25905682489898,#EFEBEE
422,82,73,4,1,-15.115335050281587,#9D5959
423,0,18,1,1,90.0,#FEFEFE
424,111,112,3,1,12.393409003445328,#641B1D
425,156,108,6,1,117.72839991208748,#FEEBE0
426,77,64,3,1,173.61401560858855,#2C241B
427,45,141,7,1,265.0035284547342,#E1D5CE
428,139,153,6,1,77.12996232096869,#60563A
429,112,98,4,1,3.8831869885822385,#60563A
430,28,29,1,1,90.0,#EFEBEE
431,16,39,5,1,17.984036712683874,#FEEBE0
432,43,123,8,1,244.59979472739573,#E1B9A1
433,47,94,2,1,-29.41943521308552,#131014
434,39,182,4,1,73.11796935121873,#2C1B1E
435,101,50,2,1,105.0565474471767,#131014
436,58,104,5,1,18.891256023044704,#131214
437,101,90,4,1,114.5492794804772,#7C5034
438,82,22,3,1,-21.513483245803386,#131214
439,75,93,3,1,269.5860923504299,#947F40
440,51,15,8,1,214.3942136916811,#EFEBEE
441,186,155,2,1,83.73935805299197,#FEEBE0
442,147,32,3,1,64.75138603170882,#9F9596
443,147,117,9,1,103.96529284356073,#875B3F
444,67,82,3,1,186.89343216897578,#BB8567
445,66,137,3,1,106.49989572655365,#50181B
446,147,0,1,1,132.96421342190297,#9F9596
447,57,168,4,1,-66.52367361621563,#1E1A1A
448,86,128,3,1,218.26945463222168,#643B27
449,32,50,6,1,196.21029472746702,#FEEBE0
450,118,9,6,1,30.579848611756425,#9F9596
451,60,114,3,1,166.00662086395738,#1E1414
452,113,139,2,1,-5.616941409383401,#493C37
453,153,139,1,1,109.85084452780984,#FEFEFE
454,131,57,4,1,119.9147481189462,#875B3F
455,78,119,3,1,256.7919784017728,#725D1D
